User ID,Age,Gender,Marital status,Highest level of education completed?,Ownership of land/plot,Ownership of land with certificates,Ownership of mobile phone,Salaries/wages,Trading/selling produce,Service providing income,Piece work/Casual labor,Rental income,Interest from savings/investments,Pension,Social welfare grant,Receive money from others,Expenses covered by others,Other income,Employment type,Main items sold,Main services provided,Sent money in last 12 months?,Last time sent money,Received money in last 12 months?,Last time received money,Frequency of mobile money usage for purchases,Frequency of mobile money usage for bill payment,Literacy in Kiswahili,Literacy in English,Latitude,Longitude,Use of mobile money,Savings behavior,Borrowing behavior,Insurance ownership,Mobile money classification
4594,23,Female,Married,Primary completed,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-5.93177535,39.29587584,No,No,Yes,No,Does not use mobile money
3010,29,Female,Married,Primary completed,You personally own the land/plot where you live,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-8.87057506,34.9561353,No,Yes,No,No,Does not use mobile money
4758,44,Male,Married,Primary completed,You own the land/plot together with someone else,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-4.62487919,38.21833566,Yes,No,No,No,Uses mobile money only
4644,70,Female,Widowed,No formal education,You personally own the land/plot where you live,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-6.48468412,35.93832226,No,No,Yes,No,Does not use mobile money
2435,27,Male,Single/never married,Some primary,You do not own or rent the land,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Private company/business,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can neither read nor write,-3.28188744,32.87829335,Yes,Yes,No,No,Uses both
1585,45,Male,Married,Primary completed,You do not own or rent the land,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,Yesterday/today,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.00520605,31.92289949,Yes,No,No,No,Uses mobile money only
3190,24,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-2.71017565,32.72590337,Yes,Yes,Yes,No,Uses both
3098,42,Male,Married,Some primary,You personally own the land/plot where you live,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.66903768,29.99897946,No,No,No,No,Does not use any financial service
3150,22,Male,Single/never married,Some secondary,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,Yes,In the past 90 days,Never,Not applicable,Can read and write,Can read and write,-2.39906764,31.70239857,Yes,Yes,No,No,Uses both
8058,36,Female,Married,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can neither read nor write,-10.618409,38.8108276,Yes,No,No,No,Uses mobile money only
1484,28,Male,Single/never married,University or other higher education,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,Yes,In the past 7 days,Never,Not applicable,Can read and write,Can read and write,-3.68110921,30.58988703,Yes,Yes,Yes,No,Uses both
7692,40,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,"Things you make (clothes, art, crafts)",Not applicable,Yes,More than 90 days ago but less than 6 months ago,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-7.42661349,31.37076455,Yes,Yes,Yes,Yes,Uses both
9000,75,Female,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-6.29596036,35.49693201,No,No,Yes,Yes,Does not use mobile money
9060,68,Male,Married,No formal education,You personally own the land/plot where you live,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,Yes,In the past 30 days,Yes,In the past 90 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-7.99953707,35.84842097,No,No,No,Yes,Does not use mobile money
9251,23,Female,Married,Primary completed,You do not own or rent the land,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 7 days,Less often than monthly,Less often than monthly,Can neither read nor write,Can neither read nor write,-6.86754999,39.28335746,Yes,Yes,No,No,Uses both
6509,38,Male,Widowed,Do not know,You personally own the land/plot where you live,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Government,Not applicable,Not applicable,Yes,Yesterday/today,Yes,Yesterday/today,Less often than monthly,Never,Can read and write,Can read and write,-6.0902643,39.42549687,Yes,Yes,Yes,No,Uses both
8936,37,Female,Divorced,Primary completed,You do not own or rent the land,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-7.04407278,30.56096686,No,Yes,No,No,Does not use mobile money
8419,39,Female,Married,Primary completed,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-8.77457001,31.9375632,Yes,No,Yes,No,Uses both
1769,31,Male,Married,Primary completed,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-2.54593193,32.95869061,Yes,Yes,No,No,Uses both
8075,31,Male,Married,Some secondary,The land/plot is rented,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,"Technical - mechanic, etc.",Yes,In the past 7 days,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-7.25735503,31.40100938,Yes,Yes,No,No,Uses both
7042,36,Female,Single/never married,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Products I get from livestock,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Not applicable,Can read and write,Can read only,-5.01688688,32.81029791,Yes,No,No,No,Uses mobile money only
4648,60,Male,Married,No formal education,You personally own the land/plot where you live,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-9.26797367,33.36574031,No,No,Yes,No,Does not use mobile money
2179,22,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-7.99477806,31.79426112,No,No,Yes,No,Does not use mobile money
2367,18,Male,Single/never married,No formal education,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-8.21657235,31.68534127,No,Yes,No,No,Does not use mobile money
3590,42,Female,Married,Some secondary,A household member owns the land/plot,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,Yes,In the past 90 days,Yes,In the past 90 days,Less often than monthly,Not applicable,Can read and write,Refused to read,-6.14988554,39.2147555,Yes,No,No,No,Uses mobile money only
3184,39,Female,Married,Primary completed,You do not own or rent the land,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Not applicable,Not applicable,Not applicable,Yes,In the past 90 days,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-3.6203031,33.80773088,Yes,No,No,No,Uses mobile money only
9416,45,Male,Married,Primary completed,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Not applicable,Can read and write,Can read and write,-7.13477346,39.07855784,Yes,No,No,No,Uses mobile money only
9383,19,Female,Single/never married,University or other higher education,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,Yes,In the past 7 days,Yes,In the past 90 days,Monthly,Monthly,Can read and write,Can read and write,-6.79157931,39.26503033,Yes,Yes,Yes,No,Uses both
2477,53,Male,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-6.34411267,31.08289081,No,No,No,No,Does not use any financial service
3997,17,Male,Single/never married,Some primary,You do not own or rent the land,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Fish you catch yourself/aquaculture,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-10.37615195,39.84170874,No,No,No,No,Does not use any financial service
4593,28,Female,Married,Primary completed,You own the land/plot together with someone else,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-3.4372232,37.29787354,Yes,Yes,Yes,No,Uses both
7816,21,Female,Married,Primary completed,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-1.59351592,30.89248883,No,No,No,No,Does not use any financial service
7073,39,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-10.6619046,38.75143012,Yes,Yes,Yes,No,Uses both
6080,57,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-1.34595948,31.65628786,Yes,No,No,No,Uses mobile money only
9246,29,Female,Married,University or other higher education,The land/plot is rented,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 7 days,Yes,In the past 7 days,Monthly,Monthly,Can read and write,Can read and write,-6.81463208,39.1523622,Yes,Yes,No,No,Uses both
5165,44,Female,Divorced,No formal education,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-2.47974566,32.20311598,Yes,Yes,Yes,Yes,Uses both
1415,63,Male,Married,Some primary,You personally own the land/plot where you live,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can neither read nor write,-10.66761176,35.53760638,Yes,No,Yes,No,Uses both
5742,35,Female,Married,Primary completed,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-4.46022271,38.32782611,Yes,No,Yes,No,Uses both
1395,32,Female,Married,Some primary,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,Yes,In the past 90 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-2.85739055,30.54779298,Yes,Yes,Yes,No,Uses both
6039,63,Female,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-10.21098108,38.61719465,No,No,No,No,Does not use any financial service
115,47,Female,Divorced,Primary completed,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Weekly,Monthly,Can read and write,Can neither read nor write,-6.78418621,39.018072,Yes,No,Yes,No,Uses both
1949,17,Female,Divorced,Some secondary,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-2.55313698,32.90918508,Yes,Yes,Yes,No,Uses both
3677,31,Female,Married,Some primary,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-6.14726273,36.02208074,No,Yes,Yes,No,Does not use mobile money
